1 1 0
504 254
        0.235000         0.150000         0.020000
        0.235000         0.150000         0.020000
        0.234986         0.150000         0.021047
        0.234945         0.150000         0.022093
        0.234877         0.150000         0.023138
        0.234781         0.150000         0.024181
        0.234658         0.150000         0.025221
        0.234508         0.150000         0.026257
        0.234330         0.150000         0.027289
        0.234126         0.150000         0.028316
        0.233895         0.150000         0.029338
        0.233637         0.150000         0.030353
        0.233353         0.150000         0.031361
        0.233042         0.150000         0.032361
        0.232706         0.150000         0.033352
        0.232343         0.150000         0.034335
        0.231955         0.150000         0.035307
        0.231542         0.150000         0.036269
        0.231103         0.150000         0.037220
        0.230640         0.150000         0.038160
        0.230153         0.150000         0.039086
        0.229641         0.150000         0.040000
        0.229106         0.150000         0.040900
        0.228547         0.150000         0.041786
        0.227965         0.150000         0.042656
        0.227361         0.150000         0.043511
        0.226734         0.150000         0.044350
        0.226086         0.150000         0.045173
        0.225416         0.150000         0.045978
        0.224726         0.150000         0.046765
        0.224015         0.150000         0.047534
        0.223284         0.150000         0.048284
        0.222534         0.150000         0.049015
        0.221765         0.150000         0.049726
        0.220978         0.150000         0.050416
        0.220173         0.150000         0.051086
        0.219350         0.150000         0.051734
        0.218511         0.150000         0.052361
        0.217656         0.150000         0.052965
        0.216786         0.150000         0.053547
        0.215900         0.150000         0.054106
        0.215000         0.150000         0.054641
        0.214086         0.150000         0.055153
        0.213160         0.150000         0.055640
        0.212220         0.150000         0.056103
        0.211269         0.150000         0.056542
        0.210307         0.150000         0.056955
        0.209335         0.150000         0.057343
        0.208352         0.150000         0.057706
        0.207361         0.150000         0.058042
        0.206361         0.150000         0.058353
        0.205353         0.150000         0.058637
        0.204338         0.150000         0.058895
        0.203316         0.150000         0.059126
        0.202289         0.150000         0.059330
        0.201257         0.150000         0.059508
        0.200221         0.150000         0.059658
        0.199181         0.150000         0.059781
        0.198138         0.150000         0.059877
        0.197093         0.150000         0.059945
        0.196047         0.150000         0.059986
        0.195000         0.150000         0.060000
        0.195000         0.150000         0.060000
       -0.195000         0.150000         0.060000
       -0.195000         0.150000         0.060000
       -0.196047         0.150000         0.059986
       -0.197093         0.150000         0.059945
