106

0  1   5.642       0  
0  2   6.118       0
0  3   7.523       0
0  4   7.964       0
0  2   9.358       0
0  3   9.590       0
1  1   9.799  13.026

0  3  13.026       0
0  4  13.526       0
0  1  14.907       0
0  2  15.372       0
0  1  16.672       0
0  4  16.985       0
1  3  17.171  20.422

0  1  20.422       0
0  2  20.926       0
0  3  22.280       0
0  4  22.738       0
0  2  24.126       0
0  3  24.346       0
1  1  24.567  27.806

0  3  27.818       0
0  4  28.270       0
0  1  29.652       0
0  2  30.105       0
0  1  31.521       0
0  4  31.730       0
1  3  31.962  33.982

0  1  34.287       0
0  2  34.734       0
0  3  35.196       0

1  1  35.663  37.856
0  2  38.011       0
0  3  38.340       0
0  4  38.901       0
0  1  39.438       0
0  2  40.764       0
0  3  41.256       0

0  4  42.464       0
0  3  42.584       0
0  2  42.822       0
0  1  43.082       0
0  3  45.576       0
0  2  45.961       0
0  1  46.298       0
0  3  46.745       0
0  4  48.144       0
0  3  48.582       0

0  1  49.043      0
0  2  49.310      0
0  3  49.975      0

1  1  50.302  52.719
0  2  52.848       0
0  3  53.422       0
0  4  53.822       0
0  1  54.295       0
0  2  55.746       0
0  3  56.046       0

0  4  57.074       0
0  3  57.391       0
0  2  57.700       0
0  1  58.025       0
0  3  60.024       0
0  2  60.613       0
0  1  61.115       0
0  3  61.640       0
0  4  62.925       0
0  3  63.425       0

0  2  63.839       0
0  3  64.400       0
0  4  64.850       0

1  1  65.249  67.000
0  2  67.648       0
0  3  68.044       0
0  4  68.469       0
0  2  68.969       0
0  3  70.321       0
0  2  70.586       0
0  1  70.852       0

0  2  72.382       0
0  4  72.586       0
0  3  73.520       0
0  2  74.391       0
0  1  75.453       0
1  2  76.495  78.341

0  1  78.608       0
0  2  79.082       0
0  3  79.543       0

0  4  80.027       0
0  2  80.953       0
0  3  81.878       0
0  1  82.781       0
0  2  83.447       0
0  4  83.679       0
0  3  84.584       0
0  2  85.684       0
0  1  86.509       0

0  4  87.382       0
0  2  88.300       0
0  3  89.217       0
0  1  91.141       0
0  2  91.968       0
0  4  92.668       0
0  3  93.093       0
0  2  93.917       0
0  1  94.578       0

96
